UID	DLCL-0001	DLCL-0002	DLCL-0003	DLCL-0004	DLCL-0005	DLCL-0006	DLCL-0007	DLCL-0008	DLCL-0009	DLCL-0010	DLCL-0011	DLCL-0012	DLCL-0013	DLCL-0014	DLCL-0015	DLCL-0016	DLCL-0017	DLCL-0018	DLCL-0020	DLCL-0021	DLCL-0023	DLCL-0024	DLCL-0025	DLCL-0026	DLCL-0027	DLCL-0028	DLCL-0029	DLCL-0030	DLCL-0031	DLCL-0032	DLCL-0033	DLCL-0034	DLCL-0036	DLCL-0037	DLCL-0039	DLCL-0040	DLCL-0041	DLCL-0042	DLCL-0048	DLCL-0049
10426	-0.561	-0.33	-0.256	-0.193	-1.22	-0.11	-0.756	-0.244	-0.163	-0.213	0.008	-0.163	-0.443	0.096	0.485	0.105	NA	-0.373	-0.22	0.013	-0.55	-0.645	0.084	0.189	-0.56	NA	-1.071	-1.166	-0.381	0.135	-0.801	0.185	NA	NA	NA	NA	NA	-1.138	-0.369	-0.986
10427	-0.534	-0.08	0.194	-0.196	-1.153	0.228	-0.333	0.159	-0.019	-0.124	0.192	0.627	-0.341	0.474	0.794	0.85	NA	-0.375	0.044	-0.797	-0.924	-0.131	0.383	0.583	-0.353	NA	-0.314	-0.691	0.625	-0.152	-0.681	0.103	NA	NA	NA	NA	NA	-0.414	-0.816	-0.466
10428	-0.563	-0.255	-0.017	-0.315	-0.678	0.094	-0.509	0.109	0.306	-0.071	0.071	0.373	0.243	0.313	0.439	-0.023	NA	0.096	0	0.394	-0.105	0.19	0.22	0.165	0.112	NA	-0.343	-0.447	-0.327	-0.175	-0.289	-0.266	NA	NA	NA	NA	NA	-0.399	-0.227	0.117
10429	-0.254	0.065	0.468	0.143	-0.28	0.354	0.014	0.516	-0.356	0.207	-0.184	0.683	-0.122	-0.125	0.582	0.277	NA	0.196	-0.294	0.305	-0.112	0.1	0.017	-0.638	0.101	NA	0.011	0.187	-0.111	0.011	0.18	0.049	NA	NA	NA	NA	NA	-0.211	0.021	0.111
10430	-1.188	-0.098	-0.984	-0.659	-0.588	-0.343	-0.298	-0.455	0.344	-1.056	0.143	-1.105	-0.121	-1.368	-0.852	0.24	NA	-0.075	-0.044	-1.104	-0.664	-0.795	-0.357	-0.284	-0.455	NA	-0.472	-0.292	-0.808	-0.034	-0.359	-0.201	NA	NA	NA	NA	NA	0.292	-1.237	-0.225
10431	-1.098	-1.359	0.066	-0.187	-1.139	-0.863	0.428	-0.124	-1.857	-0.498	-2.341	0.038	-1.366	-0.613	-0.949	-1.012	NA	-0.843	-1.047	0.277	-0.852	-0.324	-0.53	-1.807	-1.037	NA	-0.345	-0.319	0.023	-0.228	-0.053	-0.408	NA	NA	NA	NA	NA	-0.385	-0.826	-1.304
10432	0.745	-0.237	-0.017	-1.114	-0.386	-0.454	0.615	-0.453	-1.083	-1.18	-0.611	-0.108	0.88	0.006	-0.71	-0.003	NA	-1.14	-0.46	0.955	-0.51	-0.422	-0.814	-0.648	-0.193	NA	-1.754	-1.331	-1.032	-0.317	1.251	-0.733	NA	NA	NA	NA	NA	-1.001	-1.79	-3.7
10433	0.174	0.861	0.53	0.235	0.141	1.004	1.279	0.124	0.568	-0.51	0.156	-0.287	0.523	0.299	-0.444	0.46	NA	0.118	0.098	0.387	-0.025	0.564	0.523	0.263	-0.133	NA	-0.039	0.251	0.506	0.095	0.527	0.334	NA	NA	NA	NA	NA	1.259	-0.233	0.567
10434	1.025	-0.163	-0.745	0.013	1.146	-0.595	-0.751	-0.933	0.721	-0.905	-0.17	-0.403	-0.212	-0.112	-0.3	0.869	NA	-1.65	-0.422	0.066	-0.541	1	-0.612	0.368	0.886	NA	-1.319	-1.807	-1.404	-0.843	-2.228	-0.111	NA	NA	NA	NA	NA	-2.44	-1.144	-1.202
10436	0.955	-0.624	-0.771	-0.631	-0.379	-0.633	-0.112	-0.148	-0.684	-0.107	-0.603	-0.175	0.401	0.132	0.759	0.29	NA	-0.603	-0.55	0.553	-0.525	-0.482	-0.588	0.579	-0.895	NA	-1.038	-2.07	-0.944	-0.041	0.18	-0.037	NA	NA	NA	NA	NA	-2.108	-1.737	-1.138
10437	0.337	-0.423	-0.152	-0.087	-0.669	-1.057	-0.435	0.14	0.153	0.773	-0.162	1.046	-0.62	0.39	0.874	0.417	NA	0.451	0.433	0.722	0	0	-0.051	0.475	-0.568	NA	-0.602	-0.754	0.081	0.064	0.123	0.097	NA	NA	NA	NA	NA	-0.285	-1.791	0.678
10438	-0.423	1.659	-1.397	2.651	0.049	2.882	-0.81	-2.867	-1.423	1.632	2.182	0.918	-0.403	-2.293	0.716	0.46	NA	-1.603	1.721	3.13	-0.35	-1.151	-0.904	0.453	1.169	NA	2.892	2.513	1.158	1.926	1.66	-1.246	NA	NA	NA	NA	NA	1.479	0.13	1.686
10439	-1.587	0.075	0.038	0.395	0.724	-0.355	-1.684	-1.014	0.515	-0.25	0.58	0.331	0.786	0.398	0.331	0.336	NA	0.709	-0.103	-1.42	-0.348	-0.032	-0.236	-0.665	0.26	NA	-0.653	-0.206	0.078	0.474	-0.012	-0.049	NA	NA	NA	NA	NA	-1.718	-2.17	-0.11
10440	0.138	-0.365	-0.511	-0.034	-0.05	-0.232	-0.415	-0.209	-0.164	-0.203	0.168	0.432	0.798	-0.197	0.112	0.1	NA	0.626	0.688	0.159	-0.485	-0.563	-0.124	-0.173	-0.329	NA	-0.627	-0.485	-0.483	0.258	-0.823	-0.083	NA	NA	NA	NA	NA	-1.129	-1.218	-0.899
10441	-0.254	0.28	-0.015	0.399	-0.451	0.536	0.715	0.46	-1.01	0.704	-0.568	0.95	NA	-0.338	0.251	0.034	NA	0.339	-0.387	0.447	-0.397	-0.284	-0.321	-1.055	-0.689	NA	-0.041	0.365	0.17	-0.22	-0.074	-0.034	NA	NA	NA	NA	NA	-0.267	0.25	-0.121
10442	1.506	-0.624	-0.927	-0.762	-0.226	1.436	0.789	1.778	0.527	3.273	1.886	-0.602	1.04	-0.438	1.138	1.505	NA	1.742	1.979	-1.153	-0.07	0.411	0.525	3.873	-0.086	NA	-1.212	1.726	0.444	2.082	2.422	1.081	NA	NA	NA	NA	NA	0.612	-0.238	0.973
10443	-2.511	-0.392	-0.787	-0.58	-0.474	-0.49	-2.944	-0.557	-0.196	-0.858	-0.747	-0.798	-2.115	-1.18	0.078	-0.502	NA	-1.08	-0.441	NA	-0.222	-0.507	-0.503	0.229	-1	NA	-0.813	-1.222	-0.913	0.08	-0.053	-0.306	NA	NA	NA	NA	NA	-1.442	-1.202	-0.415
10444	0.54	-0.541	-0.393	-1.185	-0.604	-0.729	-0.556	-0.336	-0.639	-0.651	-0.825	-0.32	-0.076	0.375	0.028	-0.068	NA	-0.821	-0.955	0.216	-0.578	-0.715	-0.437	-0.462	-0.856	NA	-1.856	-1.716	-0.978	-0.239	0.134	-0.232	NA	NA	NA	NA	NA	-0.932	-0.466	-1.457
10445	1.157	-0.348	-0.237	-0.855	-0.865	-0.704	-0.189	-0.057	-0.425	-0.769	-0.637	-0.285	0.656	-0.836	-0.122	0.52	NA	-1.802	-0.372	1.14	-0.29	-0.841	-0.392	0.157	-0.833	NA	-1.549	-1.559	-1.054	-0.384	0.864	-0.141	NA	NA	NA	NA	NA	-0.141	-1.187	-1.901
10446	-0.275	-0.113	0.137	0.225	-1.31	-0.395	-0.64	-0.52	-0.232	-0.873	-0.009	-0.204	-0.15	-0.427	0.372	-0.52	NA	-0.936	-1.014	-0.137	-0.36	-0.409	-0.515	-0.213	-0.418	NA	0.414	-0.228	0.117	0.039	-0.211	-0.159	NA	NA	NA	NA	NA	-1.305	-0.916	-0.747
10447	-0.773	0.878	-0.036	-0.286	-1.216	0.717	-0.839	-0.768	0.422	-1.176	0.285	-0.023	-0.22	-0.435	-0.954	0.346	NA	-1.011	0.049	-0.052	-0.523	-0.657	0.606	0.053	-1.109	NA	-0.779	-0.062	-0.422	0.099	0.333	-0.478	NA	NA	NA	NA	NA	-0.26	-0.168	-0.405
10448	-0.471	-1.007	-0.737	-1.058	-1.696	-0.7	-2.053	-0.542	-0.937	-0.664	-0.9	-0.408	-0.664	-0.006	0.402	-0.718	NA	-0.953	-1.15	-0.732	-1.09	-0.615	-0.373	0.004	-0.215	NA	-1.165	-1.166	-1.318	-0.264	-0.594	-0.157	NA	NA	NA	NA	NA	-2.132	-1.342	-1.164
10449	-0.804	-0.7	-0.647	-0.135	-1.265	-0.946	-1.854	-0.767	-0.702	-1.57	-0.003	-1.078	-0.329	-1.243	-1.145	-0.121	NA	-0.981	-1.113	-0.818	-1.737	-0.426	NA	-1.262	-1.772	NA	-0.961	-1.236	-0.986	-0.15	-0.499	-1.247	NA	NA	NA	NA	NA	1.564	-0.16	-1.383
10450	0.099	-0.765	0.024	-0.37	-1.256	-0.047	-1.079	0.039	-0.919	-0.052	-0.105	0.09	-0.191	-0.202	0.483	-0.198	NA	-0.347	-0.577	-0.597	-0.227	0.246	-0.101	0.344	0.354	NA	-0.166	-0.338	-0.115	-0.062	-0.033	0.111	NA	NA	NA	NA	NA	-0.78	-0.884	-0.152
10452	-0.514	-0.377	-0.68	-0.743	1.026	0.126	-0.717	-0.903	-0.398	-1.02	0.037	0.13	0.033	-0.87	-0.236	-0.344	NA	-0.445	-0.244	0.37	-0.657	-0.288	-0.398	-0.446	-0.302	NA	0.014	-0.062	-1.249	-0.148	-1.503	-0.407	NA	NA	NA	NA	NA	0	-1.057	-0.588
10453	-0.09	-0.027	0.204	-0.377	-0.29	-0.802	-0.754	-0.642	-0.237	-1.026	0.301	-0.059	-0.286	1.059	0.023	0.277	NA	0.038	-0.118	0.485	0.86	0.617	0.091	0.341	0.377	NA	0.176	-0.256	0.621	0.425	0.559	0.188	NA	NA	NA	NA	NA	-1.502	0.621	0.322
10454	-0.392	0.593	-0.471	-0.38	0.132	0.486	-1.029	-0.97	0.868	-0.589	0.089	-0.152	0.288	-0.054	-0.476	0.96	NA	-0.48	-0.005	-1.229	-0.515	0.585	-0.321	0.168	0.069	NA	-0.569	-1.215	0.117	0.227	0.225	0.213	NA	NA	NA	NA	NA	-1.085	-0.51	-1.193
10455	-1.836	-1.418	-1.547	-0.863	-1.917	-1.296	-1.588	-1.843	-1.116	-2.072	-0.595	-1.896	-1.911	-1.523	-1.463	-1.38	NA	-0.976	-1.478	-2.969	-1.386	-0.952	-1.529	-0.874	-1.838	NA	-0.507	-0.614	-0.88	-1.048	-0.128	-0.519	NA	NA	NA	NA	NA	-1.302	-0.506	-1.076
10456	-1.693	-1.608	-0.993	-2.143	-2.136	-1.288	-0.489	-1.037	-1.412	-1.286	-1.482	-1.326	-1.567	-1.069	-1.423	-1.381	NA	-1.116	-1.722	0.091	-0.776	-0.142	-1.199	-1.395	-1.12	NA	-1.723	-0.949	-0.958	-0.889	-0.534	-0.295	NA	NA	NA	NA	NA	0.068	-0.684	-1.282
10457	-0.978	-1.113	-0.828	-0.906	-1.558	-0.394	-0.467	-0.184	-0.34	-1.418	-0.404	-1.021	-0.796	-1.962	-0.63	-0.601	NA	-1.584	-0.608	-0.888	-0.947	-1.464	-1.574	-0.743	-1.23	NA	-0.709	-1.542	-1.776	-0.411	-1.462	0.729	NA	NA	NA	NA	NA	-0.351	-0.632	-1.216
10458	-0.655	-0.565	-0.813	-0.81	-1.262	-0.557	-0.545	-0.398	-0.265	-0.417	-0.471	0.104	-0.621	-0.563	0.264	-0.206	NA	-0.155	-0.459	-0.753	-0.141	-0.244	-0.545	0.503	-0.264	NA	-0.488	-0.953	-0.29	0.302	0.064	-0.414	NA	NA	NA	NA	NA	-1.059	-1.19	-0.857
10459	-0.136	-0.567	-0.552	-0.657	-0.962	-1.652	-0.453	0.351	-1.037	-1.729	-1.503	-0.802	-2.11	-0.3	-1.156	-0.022	NA	-0.573	-1.182	-1.153	-0.728	-0.251	-0.516	-0.95	-0.621	NA	-0.611	-0.807	-0.199	-0.35	-0.184	-0.7	NA	NA	NA	NA	NA	-0.107	-1.217	-1.306
10460	-0.095	-0.439	-0.1	-0.432	-1.181	-0.258	-0.896	-0.137	-0.226	-0.152	-0.471	-0.034	-0.83	-0.261	0.404	-0.114	NA	-0.378	-0.276	-0.728	0.447	-0.17	-0.162	0.407	-0.222	NA	-0.66	-1.295	-0.065	-0.021	0.353	-0.187	NA	NA	NA	NA	NA	-0.637	-0.715	0.026
10461	0.752	0.837	0.739	1.07	0.225	0.452	-0.277	-0.031	0.81	-0.845	0.592	0.203	0.079	-0.48	0.382	0.131	NA	1.027	0.257	0.274	0	0.051	-0.121	0.232	0.25	NA	1.529	1.217	0.232	0.837	-0.25	-0.03	NA	NA	NA	NA	NA	-0.555	-0.047	0.256
10462	-0.692	-2.142	-1.957	-1.623	-2.674	-1.516	-0.345	-0.373	-2.003	-2.077	-2.823	-0.874	-2.496	-2.332	-1.247	-1.722	NA	-1.046	-2.034	-0.707	-2.43	-0.925	-1.458	-1.615	-1.776	NA	-0.977	-1.328	-0.901	-1.005	-0.647	-1.368	NA	NA	NA	NA	NA	-1.161	-2.009	-2.248
10463	-1.16	-0.599	-0.482	-0.171	-0.893	-0.38	-0.604	-0.764	-0.249	-0.553	-0.273	-0.754	-1.536	NA	-1.104	-1.022	NA	-1.102	-1.039	0.126	-0.384	-0.595	-0.26	-0.355	-0.979	NA	-0.319	-0.634	-0.308	-0.044	-1.346	-0.362	NA	NA	NA	NA	NA	-0.261	-0.322	-0.783
10464	1.474	-0.363	0.393	-0.612	0.051	0.277	-1.415	2.145	-0.29	1.635	0.05	3.422	0.907	NA	1.548	0.728	NA	0.647	1.67	1.288	0.193	1.27	-0.122	1.806	1.821	NA	0.126	-0.383	-0.082	-0.421	-0.1	-0.069	NA	NA	NA	NA	NA	-1.164	-0.162	-0.334
10467	0.461	0.007	0.253	0.655	0.933	0.421	1.453	0.102	1.017	-1.006	0.716	NA	0.348	-0.591	0.383	0.366	NA	0.116	-0.02	-0.037	0.566	0.598	0.949	0.815	0.988	NA	0.688	0.429	0.508	0.039	0.415	0.127	NA	NA	NA	NA	NA	1.166	0.749	0.826
10471	0.905	0.011	0.706	-0.235	0.542	0.249	1.445	1.153	0.771	0.309	0.792	NA	1.138	1.038	0.273	1.023	NA	0.821	0.584	2.347	-0.163	0.543	1.281	0.335	0.782	NA	-1.392	0.468	-0.874	-0.054	-0.232	0.807	NA	NA	NA	NA	NA	0.987	0.919	0.026
10473	0.565	0.061	0.212	0.233	0.349	0.13	1.384	0.544	0.637	0.076	0.674	NA	0.758	-0.297	0.678	0.121	NA	-0.017	-0.607	1.159	-0.233	-0.317	0.493	-1.284	0.382	NA	-0.338	-0.33	0.515	0.01	-0.011	0.209	NA	NA	NA	NA	NA	0.431	0.4	-0.467
10475	-1.114	-0.001	-0.035	-0.124	-1.459	-0.453	0.121	-0.463	-1.245	-0.663	-1.006	NA	0.306	1.079	0.168	-0.726	NA	-0.861	-1.026	2.717	0.03	0.489	0.156	-0.358	0.944	NA	-0.603	0.022	2.797	-0.688	-0.665	0.992	NA	NA	NA	NA	NA	0.31	0.39	0.201
10476	NA	-0.129	-0.054	-0.21	0.059	0.082	0.415	0.026	-0.089	-0.642	-0.399	-0.527	0.44	0.029	0.666	-0.464	NA	-0.221	-0.219	0.394	0.485	-0.476	-1.154	-0.548	0.444	NA	-0.345	0.078	0.241	0.215	-2.352	-0.257	NA	NA	NA	NA	NA	0.85	-1.495	0.263
10477	0.356	-0.246	-0.01	-1.003	0.361	0.29	0.193	0.293	1.346	0.591	0.709	0.115	0.592	-0.029	1.032	0.666	NA	-0.123	-0.167	1.092	0.188	-0.084	-0.163	0.799	0.45	NA	0.592	0.546	0.28	-0.015	1.021	-0.088	NA	NA	NA	NA	NA	-2.67	1.567	0.907
10478	-1.01	-0.415	-0.607	-1.107	-0.244	-0.523	-0.395	-0.859	-0.498	-0.956	-0.465	-0.86	-0.85	-1.104	-0.5	-0.355	NA	-0.365	-0.889	-0.691	-0.864	-0.978	-0.344	-0.204	-0.287	NA	-0.775	-1.352	-1.238	-1.48	-0.344	-1.62	NA	NA	NA	NA	NA	-0.956	0.554	-0.643
10479	0.415	-0.547	-0.322	-1.643	0.938	0.597	2.259	-0.939	1.278	0.165	1.045	-0.167	-0.087	-1.092	1.248	1.263	NA	-1.222	0.252	-1.078	0	0.09	-1.08	1.115	0.893	NA	0.562	0.748	0.622	-0.385	1.557	0.363	NA	NA	NA	NA	NA	-0.796	1.473	0.093
10481	0.558	-0.104	-0.073	-0.731	-0.807	0.512	0.407	0.162	0.171	0.237	0.899	-0.527	-0.31	0.263	1.044	0.378	NA	-0.612	0.506	0.406	0.659	0.449	-0.125	0.33	0.435	NA	0.581	0.553	0.367	0.12	-0.243	0.488	NA	NA	NA	NA	NA	-0.102	1.89	0.423
10482	NA	0.485	0.694	-0.695	0.101	-0.576	0.113	-0.585	0.609	0.885	0.03	0.082	-0.328	0.66	-0.415	-1.18	NA	-0.214	0.21	0.667	0.276	0.515	0.064	0.425	0.89	NA	-1.36	-0.372	0.144	-0.078	0.937	-0.072	NA	NA	NA	NA	NA	-4.381	-0.621	-1.17
10483	0.248	-0.221	0.169	0.325	-0.433	0.303	0.906	0.245	-0.507	-0.776	0.595	0.025	0.28	0.585	-1.094	0.735	NA	-0.805	0.337	0.026	-0.435	-0.882	-0.427	-2.944	-0.047	NA	0.86	0.921	0.685	0.327	-0.165	0.794	NA	NA	NA	NA	NA	0.497	0.832	-1.023
10484	-0.165	0.141	-0.134	0.076	-0.334	-0.064	-0.518	-0.453	0.182	-0.54	0.207	1.381	0.606	0.692	-0.051	0.234	NA	0.191	-0.02	-0.475	-0.399	-0.072	0.027	0.32	0.666	NA	0.115	-0.222	-0.052	-0.123	-0.475	-0.612	NA	NA	NA	NA	NA	-2.165	-0.519	NA
10485	0.073	0.17	-0.1	0.503	-0.692	0.435	0.33	0.915	-0.235	0.085	-0.419	0.072	-1.155	-0.362	1.012	-0.139	NA	0.326	-0.12	0.336	-0.428	-0.13	-0.31	0.671	-0.67	NA	1.128	0.694	-0.578	-0.142	-0.014	0.272	NA	NA	NA	NA	NA	0.886	0.396	0.632
10486	-0.948	-0.498	-0.193	-0.851	0.397	-0.374	-0.858	-1.585	0.12	-0.431	0.174	0	0.557	0.246	0.152	-0.556	NA	-1.457	-0.494	0.144	-0.29	0.12	-0.415	0.594	-0.535	NA	-2.419	-1.848	-0.933	-0.263	0.725	-0.547	NA	NA	NA	NA	NA	-5.496	-1.28	-0.222
10487	-0.943	0.008	0.219	-1.965	0.585	-0.37	0.357	-0.227	-0.128	-0.402	-0.102	-0.338	-0.06	0.61	0.915	-0.268	NA	0.997	-0.255	-0.425	0.322	0.1	-0.129	0.28	0.971	NA	-0.273	0.042	0.152	-0.08	0.862	-0.11	NA	NA	NA	NA	NA	-1.562	1.322	NA
10489	1.313	0.53	-0.174	-0.61	0.149	0.29	1.05	0.807	1	-0.526	0.805	-0.447	0.063	-0.253	0.463	-0.489	NA	-1.918	-0.754	1.467	-0.16	-0.769	-0.93	-0.58	0.128	NA	-0.844	-0.387	-0.04	-0.298	1.152	-0.072	NA	NA	NA	NA	NA	-1.355	-0.49	-0.277
10490	-1.076	-0.76	-1.192	-0.269	-0.645	-0.792	NA	-0.484	-0.859	-1.481	-1.227	-0.518	-1.092	-0.923	-0.766	-0.57	NA	-0.177	-0.938	-3.305	-0.585	-0.585	-1.051	-0.573	-1.124	NA	-0.37	-0.425	-0.412	-0.63	-0.492	-0.797	NA	NA	NA	NA	NA	0.087	0.989	-0.597
10492	-0.086	-0.268	-0.154	0.059	0.047	-0.019	-1.079	0.026	-0.24	-1.055	-0.385	-0.72	-0.03	0.02	-0.198	-0.059	NA	-0.007	-0.376	0.86	-0.678	0.087	-0.214	1.361	-0.41	NA	-0.097	-0.287	0.132	-0.127	0.522	0.377	NA	NA	NA	NA	NA	-0.72	0.811	0.067
10493	-0.3	-0.319	-0.567	0.178	-0.466	0.188	0.386	0.075	0.783	0.125	-0.518	-0.149	-1.343	-0.664	0.533	-0.48	NA	-0.503	-0.794	-1.677	-0.953	-0.47	-1.292	-1.573	-0.799	NA	0.327	0.769	0.32	-0.003	0.353	-0.351	NA	NA	NA	NA	NA	0.185	-0.504	-0.913
10495	0.434	0.309	-0.536	-0.584	0.112	0.071	-0.011	0.035	1.215	-0.259	0.512	-0.517	-1.193	0.113	-0.329	0.073	NA	-1.455	-1.705	NA	-0.162	-0.389	-0.535	-1.016	-0.64	NA	-0.625	0.305	-0.038	-0.166	0.49	-0.208	NA	NA	NA	NA	NA	0.017	-1	-0.782
10496	0.311	-0.525	0.066	-0.508	0.325	-0.161	-0.869	-0.26	0.147	-0.309	-0.334	1.756	-2.974	0.957	1.166	-0.311	NA	-0.307	-0.271	NA	0.696	0.766	-0.087	1.103	0.566	NA	-0.845	-0.649	-0.096	-0.524	-0.105	-0.429	NA	NA	NA	NA	NA	-0.931	0.675	-0.256
10497	1.184	0.449	0.353	0.18	0.268	0.565	-0.266	0.836	0.465	0.888	0.645	0.271	0.729	-0.342	0.958	0.475	NA	0.376	-0.475	-0.518	0.044	-0.067	-0.312	-0.525	-0.482	NA	0.284	0.565	0.839	0.367	0.284	-0.081	NA	NA	NA	NA	NA	-0.342	-0.663	-0.231
10498	-1.97	-0.973	-0.8	-0.482	-1.384	-1.193	-0.495	-0.271	-0.682	-1.654	-1.411	-0.888	-1.563	-0.733	-0.861	-0.96	NA	-0.88	-1.306	-3.045	-1.236	-0.451	-1.142	-0.88	-0.919	NA	-0.205	-0.309	-0.115	-0.606	-0.987	0.016	NA	NA	NA	NA	NA	-0.959	-0.285	NA
10499	1.106	-0.711	0.487	1.31	-0.491	-0.513	-0.474	1.545	1.051	-1.283	1.386	0.555	-6.426	0.066	0.356	-0.93	NA	-0.6	0.63	NA	0.444	1.1	-0.499	-0.466	0.146	NA	2.018	0.994	0.557	0.134	-0.165	-0.445	NA	NA	NA	NA	NA	0.729	0.634	-1.598
10500	-0.183	0.081	0.6	1.102	0.671	0.052	0.562	-0.05	0.222	-0.821	-0.1	0.205	0.373	-0.243	0.618	-0.49	NA	0.678	-0.218	0.083	-0.227	0.138	-0.463	-0.098	-0.068	NA	0.555	0.945	0.338	0.232	-0.037	-0.317	NA	NA	NA	NA	NA	0.37	-0.367	-0.546
10502	-0.394	0.458	-0.882	0.428	0.795	0.614	-0.334	-2.449	0.572	-1.377	1	-0.331	-1.11	-0.504	-0.184	-1.29	NA	-0.554	0.184	-1.5	1.28	-0.044	-0.063	0.891	0.539	NA	0.061	-0.585	0.449	-0.784	0.415	-0.848	NA	NA	NA	NA	NA	3.489	-0.737	-0.534
10504	0.943	0.591	0.043	-0.084	0.976	0.381	-1.24	0.064	0.539	0.304	0.119	-0.021	NA	0.216	0.657	0.679	NA	0.164	0.974	-2.83	-0.082	-0.027	0.284	0.902	0.222	NA	0.029	-0.294	0.653	0.089	0.745	-0.042	NA	NA	NA	NA	NA	-1.099	-0.367	0.312
10506	0.38	0.017	0.632	-0.045	0.316	-0.303	0.083	0.144	-0.156	0.526	0.096	0.555	-2.196	0.119	1.142	-0.258	NA	0.37	0.269	0.106	0.199	0.214	0.251	0.742	0.364	NA	0.279	0.134	0.129	-0.029	0.595	-0.134	NA	NA	NA	NA	NA	-0.516	-0.159	-0.139
10508	0.123	-0.095	-0.088	0.655	-0.462	0.497	0.991	0.396	-0.198	-0.277	0.359	0.216	-0.641	-0.368	-0.048	-0.474	NA	0.507	-0.133	0.719	-0.877	-0.222	-0.43	-0.727	-0.807	NA	0.619	0.836	-0.372	-0.288	-0.352	0.033	NA	NA	NA	NA	NA	0.974	-0.643	-0.603
10509	0.09	0.628	0.216	0.265	-0.342	0.85	0.887	0.003	-0.052	0.272	0.276	NA	0.278	0.175	0.857	-0.063	NA	0.405	-0.05	0.539	-0.161	-0.538	-0.36	0.646	-0.511	NA	0.547	0.752	0.691	0.173	-0.447	0.861	NA	NA	NA	NA	NA	-0.023	-0.035	0.254
10510	-0.664	-0.659	-0.026	-0.059	0.027	-0.422	-1.084	-0.132	-0.172	-0.734	-0.139	0.069	-0.858	-0.035	0.212	-0.682	NA	-0.371	-0.776	-0.444	-0.066	0.608	-0.291	0.998	-0.441	NA	-0.501	-0.611	-0.048	-0.137	0.648	-0.062	NA	NA	NA	NA	NA	-0.952	-0.474	-0.783
10512	0.375	0.138	0.261	-1.051	-0.131	0.127	-0.237	0.308	0.169	0.512	0.471	0.195	-0.59	0.239	0.211	0.072	NA	0.73	0.353	-0.275	0.119	0.381	0.024	0.688	0.295	NA	0.56	0.197	0.582	0.302	-0.368	0.014	NA	NA	NA	NA	NA	-0.587	0.137	0.114
10515	0.883	-0.415	0.193	0.076	-0.299	0.238	0.959	0.622	0.488	0.534	0.306	NA	0.537	0.034	0.881	0.388	NA	0.822	0.444	0.629	-0.503	0.878	0.399	-0.382	1.193	NA	0.438	0.28	0.255	0.207	-0.673	0.52	NA	NA	NA	NA	NA	-0.274	0.6	0.716
10516	-0.676	-0.552	-0.149	-0.04	0.151	0.03	0.153	0.062	-0.046	-0.333	-0.166	-0.12	-0.585	-0.306	-0.511	-0.466	NA	-0.67	-0.161	-0.62	-0.437	-0.564	-0.281	-1.298	-0.278	NA	-0.175	-0.214	-0.286	-0.528	-1.331	-0.038	NA	NA	NA	NA	NA	-0.345	-0.867	-0.172
10517	-1.744	-1.74	-1.938	-1.081	-2.785	-1.265	-1.192	-1.452	-1.048	-2.39	-0.463	NA	-1.583	-1.084	-1.315	-1.834	NA	-2.045	-1.913	-2.086	-1.017	-1.581	-1.007	-2.192	-1.881	NA	-1.103	-0.687	-0.857	-0.219	-0.635	-0.58	NA	NA	NA	NA	NA	-0.821	-0.789	-1.558
10518	-0.319	-0.334	-0.053	-0.058	-0.268	0.09	0.041	0.198	0.267	-0.405	-0.009	-0.408	-0.101	-0.071	-0.418	-0.257	NA	-0.522	-0.029	-0.05	-0.452	-0.028	-0.308	-1.024	-0.481	NA	-0.154	-0.541	-0.366	-0.556	-1.401	0.163	NA	NA	NA	NA	NA	-0.301	-0.271	0.354
10519	0.161	-0.738	-0.732	0.132	-1.278	0.169	0.378	0.137	0.496	-0.653	0.194	0.453	-0.12	0.026	-0.333	-0.251	NA	0.313	-0.107	-0.334	-0.396	-0.723	-0.286	0.556	0.24	NA	0.15	0.45	0.709	-0.245	0.341	0.334	NA	NA	NA	NA	NA	0.141	-0.349	0.045
10520	0.049	0.518	-0.026	-0.076	0.918	-0.237	-1.544	0.535	0.73	0.176	0.389	0.409	0.288	0.678	1.075	1.094	NA	0.087	0.116	0.658	0.7	-0.479	-0.152	0.877	0.743	NA	-0.45	-0.771	-0.138	-0.34	NA	-0.057	NA	NA	NA	NA	NA	-1.199	0.585	-0.159
10521	0.517	-0.505	0.107	-0.518	-0.153	-0.44	0.887	0.464	-0.292	-0.975	-0.303	NA	-0.657	0.142	0.086	0.045	NA	-0.085	-0.293	0.222	0.479	1	0.03	-0.236	1.114	NA	-0.611	-0.133	-0.435	-0.683	-0.295	-0.521	NA	NA	NA	NA	NA	-0.292	-1.126	0.067
10522	-1.634	-0.865	-1.084	-1	-0.839	-1.048	-0.72	-1.354	-0.566	-2.458	-0.076	-0.826	-0.499	0.225	-1.066	-1.325	NA	-1.944	-1.515	-1.713	-0.508	-0.466	-0.428	-2.09	-0.71	NA	-0.215	-0.83	-0.138	-0.577	-1.04	-0.171	NA	NA	NA	NA	NA	-0.75	-0.834	-1.115
