"","Description","Symbol","pvalue","Pval.Test","fold","Fold.Test"
"1427083_a_at","mitogen-activated protein kinase kinase kinase kinase 5","Map4k5",2.86388552561638e-12,TRUE,-1.08786492077928,TRUE
"1427084_a_at","mitogen-activated protein kinase kinase kinase kinase 5","Map4k5",0.000223388938756514,TRUE,-1.23137422491867,TRUE
"1427085_at","ribonuclease P/MRP 25 subunit-like","Rpp25l",8.08862737994364e-08,TRUE,1.26514870221542,TRUE
"1427093_at","zinc finger protein 707","Zfp707",0.0130531819491146,TRUE,1.15362011020744,TRUE
"1427094_at","polymerase (DNA directed), epsilon 2 (p59 subunit)","Pole2",1.02182578790379e-08,TRUE,-1.23759823090664,TRUE
"1427097_at","WW domain containing E3 ubiquitin protein ligase 1","Wwp1",1.27013824918368e-08,TRUE,3.24055188368043,TRUE
"1427099_at","MYC-associated zinc finger protein (purine-binding transcription factor)","Maz",0.0102474672269215,TRUE,-1.03864461155943,TRUE
"1427104_at","zinc finger protein 612","Zfp612",3.42369595882356e-08,TRUE,-1.44364697161816,TRUE
"1427108_at","RIKEN cDNA 9530068E07 gene","9530068E07Rik",0.00609592532973447,TRUE,-1.12630070005538,TRUE
"1427114_at","tetratricopeptide repeat domain 19","Ttc19",4.97537472665902e-06,TRUE,1.92691302296453,TRUE
"1427116_at","SET domain containing 1A","Setd1a",3.5070106821814e-06,TRUE,-1.64343990913718,TRUE
"1427118_at","RIKEN cDNA 5430421N21 gene","5430421N21Rik",0.0291376526369766,TRUE,1.63812268499064,TRUE
"1427125_s_at","leucine rich repeat containing 41","Lrrc41",1.89725635786467e-05,TRUE,1.03247887484622,TRUE
"1427126_at","heat shock protein 1B","Hspa1b",0.00276513316700147,TRUE,1.64675252211114,TRUE
"1427127_x_at","heat shock protein 1B","Hspa1b",0.00149723592565887,TRUE,1.76344237991322,TRUE
"1427129_a_at","heterogeneous nuclear ribonucleoprotein R","Hnrnpr",3.52410849013776e-06,TRUE,-1.30044656298655,TRUE
"1427132_at","SET binding factor 2","Sbf2",2.14686034200165e-05,TRUE,-1.19253916313008,TRUE
"1427140_at","plasmacytoma variant translocation 1","Pvt1",8.39861831356148e-06,TRUE,1.14168496921362,TRUE
"1427148_at","praja 2, RING-H2 motif containing","Pja2",0.0128073865340107,TRUE,-1.37978138873841,TRUE
"1427150_at","lysine (K)-specific methyltransferase 2C","Kmt2c",1.86168328330433e-06,TRUE,-1.67393733472053,TRUE
"1427158_at","mitochondrial ribosomal protein S30","Mrps30",1.04076392628401e-09,TRUE,1.15136802855873,TRUE
"1427169_at","par-3 partitioning defective 3 homolog B (C. elegans)","Pard3b",0.0011640091441451,TRUE,-1.6764498643371,TRUE
"1427172_at","oral-facial-digital syndrome 1 gene homolog (human)","Ofd1",1.28552170315707e-07,TRUE,3.48455290030298,TRUE
"1427175_at","spectrin repeat containing, nuclear envelope family member 4","Syne4",0.0480448285903188,TRUE,-1.21869827254305,TRUE
"1427177_at","FYVE and coiled-coil domain containing 1","Fyco1",1.80697905530797e-09,TRUE,-1.38349692955172,TRUE
"1427182_s_at","low density lipoprotein receptor class A domain containing 4","Ldlrad4",8.29112390497074e-07,TRUE,-1.04392866830196,TRUE
"1427183_at","epidermal growth factor-containing fibulin-like extracellular matrix protein 1","Efemp1",5.85267125638659e-05,TRUE,-1.73627913528451,TRUE
"1427186_a_at","myocyte enhancer factor 2A","Mef2a",0.000157231325273197,TRUE,1.09438599570507,TRUE
"1427187_at","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1","B3gntl1",1.35209356433839e-05,TRUE,1.08743239889433,TRUE
"1427192_a_at","bromodomain containing 8","Brd8",5.79542003855374e-09,TRUE,-1.04590534199948,TRUE
"1427196_at","WNK lysine deficient protein kinase 4","Wnk4",8.87521302681051e-06,TRUE,1.09553733547248,TRUE
"1427198_at","cDNA sequence BC022960","BC022960",1.15716385676176e-07,TRUE,4.64293506498041,TRUE
"1427199_at","furry homolog-like (Drosophila)","Fryl",4.70325642233087e-05,TRUE,-1.07329544640097,TRUE
"1427200_at","zinc finger, RAN-binding domain containing 1","Zranb1",1.40402116987879e-12,TRUE,2.73187675443984,TRUE
"1427210_at","bromodomain adjacent to zinc finger domain, 2A","Baz2a",2.53111596437206e-10,TRUE,-1.58472062104287,TRUE
"1427211_at","keratin associated protein 8-1","Krtap8-1",0.002105271262093,TRUE,-1.1281424605728,TRUE
"1427218_at","kelch-like 11","Klhl11",3.40483511352788e-05,TRUE,-1.05646815285452,TRUE
"1427225_at","epsin 2","Epn2",6.79937111475997e-09,TRUE,-1.2935718951468,TRUE
"1427228_at","palladin, cytoskeletal associated protein","Palld",1.40199173340159e-09,TRUE,-1.55154411856533,TRUE
"1427232_at","teashirt zinc finger family member 1","Tshz1",0.000154822967758264,TRUE,-1.72875063974935,TRUE
"1427233_at","teashirt zinc finger family member 1","Tshz1",9.80590689521479e-10,TRUE,-1.11717624292624,TRUE
"1427236_a_at","lysine (K)-specific methyltransferase 2E","Kmt2e",6.49239123725559e-07,TRUE,-1.3173836617233,TRUE
"1427238_at","F-box protein 15","Fbxo15",2.65573787656279e-07,TRUE,-1.02719893293181,TRUE
"1427239_at","intraflagellar transport 122","Ift122",3.8385197595733e-06,TRUE,-1.2285279162739,TRUE
"1427241_at","poly(A) polymerase gamma","Papolg",2.07311906777573e-10,TRUE,3.34748900346468,TRUE
"1427244_at","trafficking protein particle complex 12","Trappc12",5.07574572361088e-05,TRUE,1.58084588854414,TRUE
"1427245_at","ADP-ribosylation factor GTPase activating protein 1","Arfgap1",6.30395201712037e-06,TRUE,1.28626808419991,TRUE
"1427248_at","negative elongation factor complex member A, Whsc2","Nelfa",1.63613582295478e-09,TRUE,-1.33058090078496,TRUE
"1427253_s_at","suppressor of zeste 12 homolog (Drosophila)","Suz12",1.39111345690432e-12,TRUE,-1.42152439385034,TRUE
"1427258_at","tripartite motif-containing 24","Trim24",0.000329214958471556,TRUE,1.34877877652665,TRUE
"1427259_at","tripartite motif-containing 24","Trim24",3.91311683746092e-06,TRUE,1.98250259213607,TRUE
"1427260_a_at","tropomyosin 3, gamma","Tpm3",5.09282536601196e-07,TRUE,-1.03358618655305,TRUE
"1427261_at","WW, C2 and coiled-coil domain containing 1","Wwc1",6.4610162123274e-05,TRUE,-1.56997123715455,TRUE
"1427266_at","polybromo 1","Pbrm1",7.62913840261841e-08,TRUE,-1.16152938288784,TRUE
"1427267_at","trinucleotide repeat containing 18","Tnrc18",4.84460521588351e-05,TRUE,-1.2009078746781,TRUE
"1427278_at","CAP-GLY domain containing linker protein family, member 4","Clip4",1.65091129779159e-09,TRUE,-1.41295992259392,TRUE
"1427279_at","CAP-GLY domain containing linker protein family, member 4","Clip4",5.05170460951543e-11,TRUE,-1.45333669772447,TRUE
"1427282_a_at","frataxin","Fxn",6.19053261845812e-07,TRUE,3.8738725967979,TRUE
"1427287_s_at","inositol 1,4,5-triphosphate receptor 2","Itpr2",3.62051941367748e-12,TRUE,-1.50485950649969,TRUE
"1427288_at","amyloid beta (A4) precursor protein-binding, family A, member 2","Apba2",5.20499694756079e-06,TRUE,-1.43266217793426,TRUE
"1427289_at","DDHD domain containing 1","Ddhd1",0.00213325286584864,TRUE,-2.46662765304799,TRUE
"1427300_at","LIM homeobox protein 8","Lhx8",3.79875119770451e-13,TRUE,1.45593264562029,TRUE
"1427301_at","CD48 antigen","Cd48",0.0390132452536567,TRUE,-1.18767161475499,TRUE
"1427305_at","phosphatidylinositol glycan anchor biosynthesis, class A","Piga",4.59930677266406e-06,TRUE,-1.20654898814379,TRUE
"1427308_at","disabled 1","Dab1",1.36827374563419e-08,TRUE,1.18563242048396,TRUE
"1427310_at","bromodomain PHD finger transcription factor","Bptf",1.11264171656695e-15,TRUE,-1.18489640410205,TRUE
"1427311_at","bromodomain PHD finger transcription factor","Bptf",0.00291576899902718,TRUE,-1.25406902375748,TRUE
"1427319_at","RIKEN cDNA A230046K03 gene","A230046K03Rik",2.10411926384399e-08,TRUE,-1.00260643150146,TRUE
"1427322_at","bromodomain and WD repeat domain containing 1","Brwd1",8.90084128248767e-09,TRUE,1.64725599690908,TRUE
"1427323_s_at","WD repeat domain, phosphoinositide interacting 1","Wipi1",0.000337043983215057,TRUE,-1.19990893232881,TRUE
"1427324_at","transmembrane protein 120B","Tmem120b",2.72559272167499e-05,TRUE,2.37416351946564,TRUE
"1427325_s_at","AT-hook transcription factor","Akna",4.45421897891522e-05,TRUE,1.62982641735213,TRUE
"1427333_s_at","SR-related CTD-associated factor 4","Scaf4",1.23046916855955e-13,TRUE,-1.32479232981893,TRUE
"1427334_s_at","RIKEN cDNA 2810474O19 gene","2810474O19Rik",6.2186411561729e-14,TRUE,-1.25773329444833,TRUE
"1427342_at","FAST kinase domains 1","Fastkd1",5.00214557496522e-09,TRUE,-1.3239530816032,TRUE
"1427356_at","family with sequence similarity 89, member A","Fam89a",0.00489029508833275,TRUE,1.3038224669447,TRUE
"1427376_a_at","mitogen-activated protein kinase kinase kinase kinase 5","Map4k5",6.53838692942553e-08,TRUE,-1.18146305327051,TRUE
"1427384_at","chromodomain helicase DNA binding protein 6","Chd6",6.20461783950907e-11,TRUE,2.07868722537298,TRUE
"1427385_s_at","actinin, alpha 1","Actn1",1.30635738837267e-05,TRUE,-1.02305009504545,TRUE
"1427386_at","Rho guanine nucleotide exchange factor (GEF) 16","Arhgef16",2.30576627975658e-08,TRUE,6.19041956455082,TRUE
"1427387_a_at","integrin beta 4","Itgb4",0.00345133489449226,TRUE,-2.03938265640309,TRUE
"1427398_at","mucin 4","Muc4",0.0141444064543297,TRUE,-1.76295152634073,TRUE
"1427401_at","cholinergic receptor, nicotinic, alpha polypeptide 5","Chrna5",0.000268451540994975,TRUE,2.35191740459895,TRUE
"1427404_x_at","predicted gene 5506","Gm5506",3.56983077792395e-09,TRUE,1.98323758888059,TRUE
"1427406_at","thyroid hormone receptor interactor 11","Trip11",1.20050387740883e-05,TRUE,-1.08908885805787,TRUE
"1427408_a_at","thyroid hormone receptor associated protein 3","Thrap3",1.89670755137449e-05,TRUE,-1.35724287301619,TRUE
"1427414_at","protein kinase, cAMP dependent regulatory, type II alpha","Prkar2a",0.00174314747251847,TRUE,-1.02894825896475,TRUE
"1427416_x_at","dual specificity phosphatase 7","Dusp7",1.19712658782669e-08,TRUE,-1.09798732299394,TRUE
"1427419_x_at","chemokine (C-C motif) receptor 9","Ccr9",0.0001029018684754,TRUE,-3.01790030028123,TRUE
"1427430_at","SUN domain containing ossification factor","Suco",3.87638556248283e-05,TRUE,-1.13605272048028,TRUE
"1427439_s_at","protein arginine N-methyltransferase 5","Prmt5",6.56654033084146e-06,TRUE,-1.39100893005129,TRUE
"1427441_a_at","succinate-Coenzyme A ligase, GDP-forming, beta subunit","Suclg2",1.4126192924284e-06,TRUE,-1.68295556434128,TRUE
"1427444_at","ATP-binding cassette, sub-family F (GCN20), member 1","Abcf1",0.00878603476326265,TRUE,1.03089627722312,TRUE
"1427445_a_at","titin","Ttn",0.000318654441324205,TRUE,-1.05501473463919,TRUE
"1427448_at","rabaptin, RAB GTPase binding effector protein 1","Rabep1",2.55239139444695e-06,TRUE,1.2036687839595,TRUE
"1427449_a_at","ADP-ribosylhydrolase like 2","Adprhl2",6.01219943861104e-06,TRUE,1.65706850509434,TRUE
"1427456_at","WD repeat and FYVE domain containing 3","Wdfy3",2.07825545748599e-09,TRUE,-1.24091802657701,TRUE
"1427460_at","TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor","Taf4a",8.16285730129572e-05,TRUE,-1.59913361627797,TRUE
"1427461_at","cDNA sequence BC005561","BC005561",3.18615074745549e-05,TRUE,-1.22175401750935,TRUE
"1427463_at","CAS1 domain containing 1","Casd1",0.000234309852792532,TRUE,-1.07897218559186,TRUE
"1427467_a_at","retinitis pigmentosa GTPase regulator","Rpgr",4.08278020853677e-10,TRUE,2.73710645045142,TRUE
"1427468_at","protein phosphatase 3, catalytic subunit, beta isoform","Ppp3cb",1.35855687162117e-05,TRUE,-1.15485552645087,TRUE
"1427469_at","helicase with zinc finger domain","Helz",2.15100056286401e-08,TRUE,-1.16295869605541,TRUE
"1427472_a_at","complement component 8, beta polypeptide","C8b",2.85557775382733e-07,TRUE,2.22608337978013,TRUE
"1427476_a_at","tripartite motif-containing 32","Trim32",4.98710640172381e-08,TRUE,-1.57664860793404,TRUE
"1427486_at","protein tyrosine phosphatase, receptor type, B","Ptprb",2.72046691351726e-06,TRUE,-1.30812051257744,TRUE
"1427489_at","integrin alpha 8","Itga8",4.03035016597088e-12,TRUE,3.11594866755023,TRUE
"1427491_at","NOL1/NOP2/Sun domain family member 6","Nsun6",3.58079980832782e-06,TRUE,2.59542640031068,TRUE
"1427496_at","centrosomal protein 152","Cep152",0.000176039858330758,TRUE,1.17388118230535,TRUE
"1427507_at","tripartite motif-containing 17","Trim17",0.0134460313951813,TRUE,-1.02761797658688,TRUE
"1427509_at","BAI1-associated protein 3","Baiap3",2.73975208675958e-10,TRUE,1.88446999022513,TRUE
"1427510_at","guanine nucleotide binding protein (G protein), alpha inhibiting 1","Gnai1",4.43733370724065e-10,TRUE,-1.48820777973622,TRUE
"1427527_a_at","parathyroid hormone-like peptide","Pthlh",0.000514097603736375,TRUE,-1.26070886775456,TRUE
"1427536_at","predicted gene 10330///zinc finger protein 125","Gm10330///Zfp125",0.000247408228984792,TRUE,1.6812268784294,TRUE
"1427539_a_at","ZW10 interactor","Zwint",2.7055985258023e-07,TRUE,1.87636350910787,TRUE
"1427541_x_at","hyaluronan mediated motility receptor (RHAMM)","Hmmr",0.000433075615449615,TRUE,-1.01082073179947,TRUE
"1427560_at","sine oculis-related homeobox 5","Six5",0.00595890234031232,TRUE,-2.1645879164736,TRUE
"1427561_a_at","afamin","Afm",0.015722323358933,TRUE,-1.34196625134239,TRUE
"1427567_a_at","tropomyosin 3, gamma","Tpm3",0.0411688053163471,TRUE,-1.07279676207876,TRUE
"1427570_at","signal recognition particle receptor ('docking protein')","Srpr",0.0191390101506945,TRUE,1.14303749627394,TRUE
"1427575_at","F-box and WD-40 domain protein 14","Fbxw14",1.09080648354307e-05,TRUE,1.37978162370761,TRUE
"1427578_a_at","eukaryotic translation initiation factor 6","Eif6",2.23451378331343e-08,TRUE,1.80531417879697,TRUE
"1427581_at","hypermethylated in cancer 2","Hic2",6.73470866444473e-05,TRUE,-1.98394190740753,TRUE
"1427591_at","chloride channel 1","Clcn1",0.0162202949167886,TRUE,-1.04019380748837,TRUE
"1427603_at","activating transcription factor 7 interacting protein 2","Atf7ip2",8.99913918318496e-06,TRUE,1.9277701987657,TRUE
"1427611_at","growth hormone releasing hormone receptor","Ghrhr",0.00653395063099195,TRUE,1.18786216303695,TRUE
"1427624_s_at","interleukin 10-related T cell-derived inducible factor beta///interleukin 22","Iltifb///Il22",3.77729645171062e-06,TRUE,1.10178741337462,TRUE
"1427638_at","zinc finger and BTB domain containing 16","Zbtb16",0.00174030816431756,TRUE,-1.08268868174694,TRUE
"1427640_a_at","runt-related transcription factor 1; translocated to, 1 (cyclin D-related)","Runx1t1",2.76017167670693e-10,TRUE,-1.49373144066592,TRUE
"1427654_a_at","5 hydroxytryptamine (serotonin) receptor 4","Htr4",0.00528614659230571,TRUE,-1.38148470245417,TRUE
"1427668_at","sialic acid binding Ig-like lectin 1, sialoadhesin","Siglec1",0.0146912044372911,TRUE,-1.38368279355531,TRUE
"1427670_a_at","transcription factor 12","Tcf12",1.39947433093972e-05,TRUE,1.72852616305289,TRUE
"1427671_a_at","formin 1","Fmn1",0.00817461449729681,TRUE,1.55947923999596,TRUE
"1427672_a_at","lysine (K)-specific demethylase 6A","Kdm6a",8.86375877862282e-13,TRUE,-1.24003065803451,TRUE
"1427677_a_at","SRY-box containing gene 6","Sox6",4.35495197213281e-06,TRUE,-1.18575128405298,TRUE
"1427689_a_at","TNFAIP3 interacting protein 1","Tnip1",6.22896805302681e-09,TRUE,2.5998036619944,TRUE
"1427695_a_at","POU domain, class 2, transcription factor 1","Pou2f1",0.000190715959952827,TRUE,-1.33457080988735,TRUE
"1427699_a_at","protein tyrosine phosphatase, non-receptor type 11","Ptpn11",3.69044474414969e-06,TRUE,-1.00638381184017,TRUE
"1427718_a_at","transformed mouse 3T3 cell double minute 2","Mdm2",2.00360415779484e-07,TRUE,-1.0505183538137,TRUE
"1427720_a_at","ribosomal RNA processing 1 homolog (S. cerevisiae)","Rrp1",8.6553483309021e-06,TRUE,1.57854415291625,TRUE
"1427722_at","solute carrier family 15, member 5","Slc15a5",1.10192695898785e-05,TRUE,-1.13113493571892,TRUE
"1427725_a_at","POU domain, class 2, transcription factor 2","Pou2f2",0.000139232877186142,TRUE,-1.30823248118934,TRUE
"1427736_a_at","chemokine (C-C motif) receptor-like 2","Ccrl2",0.00270274324770595,TRUE,1.44922764711052,TRUE
"1427744_at","cyclin B3","Ccnb3",3.75115384560258e-10,TRUE,4.36475016517974,TRUE
"1427756_x_at","immunoglobulin heavy constant mu","Ighm",1.63426815567638e-07,TRUE,1.47295935051805,TRUE
"1427759_a_at","ADP-ribosyltransferase 5","Art5",0.00092155028126128,TRUE,1.57453811210895,TRUE
"1427764_a_at","transcription factor 3","Tcf3",4.45043115073175e-06,TRUE,-2.38663311318366,TRUE
"1427775_at","defensin beta 10","Defb10",1.59051411990816e-06,TRUE,-1.22171542275881,TRUE
"1427801_at","keratin associated protein 19-1","Krtap19-1",0.0190266950672202,TRUE,-1.15496198877316,TRUE
"1427809_at","","",0.0489981795907563,TRUE,-1.26061929112348,TRUE
"1427815_at","major facilitator superfamily domain containing 11","Mfsd11",0.0101811832473976,TRUE,-1.19484680056889,TRUE
"1427844_a_at","CCAAT/enhancer binding protein (C/EBP), beta","Cebpb",0.0012634021187931,TRUE,2.18939239582967,TRUE
"1427862_at","Sec61 beta subunit","Sec61b",0.00248549160328411,TRUE,-1.4643850177695,TRUE
"1427863_at","histone cluster 1, H3h///histone cluster 1, H3b","Hist1h3h///Hist1h3b",0.00956564245248924,TRUE,-1.63752866360695,TRUE
"1427868_x_at","myosin, heavy polypeptide 1, skeletal muscle, adult","Myh1",0.021387830541164,TRUE,1.27485886441708,TRUE
"1427872_at","platelet-activating factor receptor","Ptafr",0.00814010037037668,TRUE,-1.160864558513,TRUE
"1427875_a_at","uncharacterized LOC100048552///ribosomal protein L34","LOC100048552///Rpl34",1.15434586736086e-06,TRUE,1.38782180152901,TRUE
"1427877_at","zinc finger CCCH-type containing 15","Zc3h15",8.80658233967563e-10,TRUE,-1.12586298339439,TRUE
"1427882_at","deoxynucleotidyltransferase, terminal, interacting protein 2","Dnttip2",3.56041279819572e-09,TRUE,-1.45873061253631,TRUE
"1427888_a_at","spectrin alpha, non-erythrocytic 1","Sptan1",1.72897845994579e-07,TRUE,1.61506037653759,TRUE
"1427889_at","spectrin alpha, non-erythrocytic 1","Sptan1",1.17362345980587e-06,TRUE,1.58774819328115,TRUE
"1427896_at","suppressor of defective silencing 3 homolog (S. cerevisiae)","Suds3",6.05743522459485e-11,TRUE,2.53809327293879,TRUE
"1427901_at","mitochondrial ribosomal protein S18C","Mrps18c",1.64289501309932e-10,TRUE,3.27549405564211,TRUE
"1427903_at","phosphohistidine phosphatase 1","Phpt1",1.5561951005482e-07,TRUE,3.5163179409544,TRUE
"1427904_s_at","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 7","Ndufaf7",1.9233233873128e-05,TRUE,1.44719002214647,TRUE
"1427905_at","SAYSVFN motif domain containing 1","Saysd1",3.49004620729548e-13,TRUE,2.51671543128652,TRUE
"1427906_at","RIKEN cDNA 1110037F02 gene","1110037F02Rik",7.23622807084726e-05,TRUE,-1.15802486442438,TRUE
"1427908_at","BCL2/adenovirus E1B interacting protein 1","Bnip1",9.11094508709403e-09,TRUE,3.83335276947296,TRUE
"1427909_at","RIKEN cDNA 2410015M20 gene","2410015M20Rik",1.60250071872769e-06,TRUE,4.94044777795158,TRUE
"1427912_at","carbonyl reductase 3","Cbr3",6.49256884698501e-06,TRUE,2.4561008351364,TRUE
"1427913_at","RWD domain containing 1","Rwdd1",5.17220052922725e-10,TRUE,2.03099640171785,TRUE
"1427915_s_at","transcription elongation factor B polypeptide 1-like///transcription elongation factor B (SIII), polypeptide 1","LOC100045866///Tceb1",4.77317406575252e-11,TRUE,2.03328723340602,TRUE
"1427916_at","suppression of tumorigenicity 7-like","St7l",7.97207326421313e-06,TRUE,1.57290319528488,TRUE
"1427920_at","PHD finger protein 19","Phf19",6.33294953427564e-06,TRUE,-1.01858846038401,TRUE
